race_id,horse,jockey,trainer,weather,track_condition,distance,gate,odds,place_odds,finish,form_score,condition_score,weight_diff,paddock_score,odds_shift
R0039,Horse_01,Jockey_10,Trainer_01,曇,良,2000,4,3.45,1.81,5,62.4,62.4,-3.0,67.1,0.0
R0039,Horse_15,Jockey_01,Trainer_02,曇,良,2000,1,7.06,2.96,6,49.9,55.2,5.3,56.0,0.0
R0039,Horse_24,Jockey_11,Trainer_07,曇,良,2000,3,7.33,3.05,7,57.0,61.8,-3.1,66.6,0.0
R0039,Horse_02,Jockey_10,Trainer_06,曇,良,2000,7,8.2,3.5,8,36.7,39.1,-6.6,48.3,0.0
R0039,Horse_16,Jockey_02,Trainer_05,曇,良,2000,2,21.66,7.34,9,44.3,39.9,3.4,42.6,0.0
R0039,Horse_20,Jockey_07,Trainer_06,曇,良,2000,8,47.48,14.58,10,51.8,56.7,7.9,57.9,0.0
R0040,Horse_07,Jockey_04,Trainer_04,雨,不良,1600,2,1.36,1.34,1,63.0,65.7,-2.8,73.0,0.0
R0040,Horse_08,Jockey_08,Trainer_05,雨,不良,1600,14,1.48,1.4,2,72.4,71.1,-5.8,85.4,0.0
R0040,Horse_04,Jockey_04,Trainer_09,雨,不良,1600,13,1.62,1.66,3,72.3,65.9,3.9,63.4,0.0
R0040,Horse_05,Jockey_04,Trainer_05,雨,不良,1600,6,2.2,1.69,4,50.8,48.1,2.7,52.9,0.0
R0040,Horse_18,Jockey_01,Trainer_04,雨,不良,1600,10,2.59,1.76,5,82.2,72.8,-0.8,55.0,0.0
R0040,Horse_09,Jockey_05,Trainer_06,雨,不良,1600,3,2.44,1.79,6,68.6,64.0,6.4,57.1,0.0
R0040,Horse_22,Jockey_02,Trainer_04,雨,不良,1600,9,2.75,1.89,7,59.4,61.8,6.6,61.1,0.0
R0040,Horse_03,Jockey_06,Trainer_08,雨,不良,1600,1,3.41,2.02,8,74.2,71.2,4.4,70.4,0.0
R0040,Horse_01,Jockey_06,Trainer_09,雨,不良,1600,15,4.38,2.3,9,50.1,52.2,-1.7,52.8,0.0
R0040,Horse_17,Jockey_01,Trainer_02,雨,不良,1600,8,12.49,4.7,10,47.8,48.3,-2.8,41.5,0.0
R0040,Horse_24,Jockey_07,Trainer_03,雨,不良,1600,7,13.01,4.84,11,54.6,48.6,-3.4,49.3,0.0
R0040,Horse_06,Jockey_01,Trainer_07,雨,不良,1600,5,10.16,4.19,12,69.9,60.1,16.0,73.3,0.0
R0040,Horse_20,Jockey_03,Trainer_04,雨,不良,1600,4,10.87,4.18,13,54.1,52.7,1.4,45.7,0.0
R0040,Horse_13,Jockey_03,Trainer_05,雨,不良,1600,11,37.66,11.93,14,34.2,44.0,-1.8,48.4,0.0
R0040,Horse_16,Jockey_10,Trainer_06,雨,不良,1600,12,16.62,5.75,15,53.7,61.4,-0.7,65.0,0.0
R0041,Horse_22,Jockey_05,Trainer_07,晴,良,2000,8,1.38,1.56,1,57.8,58.7,-2.1,64.3,0.0
R0041,Horse_10,Jockey_06,Trainer_09,晴,良,2000,7,2.01,1.48,2,59.7,46.0,7.0,42.8,0.0
R0041,Horse_04,Jockey_06,Trainer_07,晴,良,2000,10,2.41,1.75,3,61.5,59.3,-0.7,56.0,0.0
R0041,Horse_17,Jockey_08,Trainer_01,晴,良,2000,4,3.12,1.78,4,60.8,64.1,-1.7,63.4,0.0
R0041,Horse_24,Jockey_05,Trainer_03,晴,良,2000,9,2.35,1.76,5,59.7,57.2,3.5,48.2,0.0
R0041,Horse_21,Jockey_11,Trainer_04,晴,良,2000,6,3.83,2.18,6,64.1,54.3,-9.9,55.0,0.0
R0041,Horse_12,Jockey_07,Trainer_01,晴,良,2000,5,4.5,2.25,7,68.6,75.2,4.9,67.2,0.0
R0041,Horse_01,Jockey_07,Trainer_07,晴,良,2000,1,12.0,4.5,8,49.5,27.7,1.5,21.0,0.0
R0041,Horse_13,Jockey_03,Trainer_09,晴,良,2000,2,21.29,7.16,9,56.8,49.3,-11.6,55.5,0.0
R0041,Horse_16,Jockey_10,Trainer_01,晴,良,2000,3,24.63,8.05,10,49.8,40.4,5.3,35.2,0.0
R0042,Horse_04,Jockey_08,Trainer_09,晴,稍重,1800,10,1.67,1.55,1,67.2,57.6,10.8,63.7,0.0
R0042,Horse_07,Jockey_07,Trainer_03,晴,稍重,1800,9,1.53,1.69,2,81.4,84.3,-2.8,81.2,0.0
R0042,Horse_24,Jockey_10,Trainer_09,晴,稍重,1800,2,1.62,1.41,3,63.0,63.3,-4.9,56.7,0.0
R0042,Horse_06,Jockey_05,Trainer_04,晴,稍重,1800,1,2.39,1.64,4,56.7,51.4,0.2,49.9,0.0
R0042,Horse_03,Jockey_11,Trainer_05,晴,稍重,1800,11,3.18,1.89,5,62.1,75.5,-6.8,81.9,0.0
R0042,Horse_23,Jockey_03,Trainer_04,晴,稍重,1800,8,3.72,2.14,6,65.1,55.7,3.7,57.0,0.0
R0042,Horse_10,Jockey_02,Trainer_01,晴,稍重,1800,6,7.28,3.09,7,59.9,61.6,9.4,60.1,0.0
R0042,Horse_22,Jockey_11,Trainer_04,晴,稍重,1800,12,4.66,2.4,8,60.1,65.3,-7.9,63.3,0.0
R0042,Horse_19,Jockey_03,Trainer_02,晴,稍重,1800,5,5.77,2.62,9,45.8,40.7,0.7,47.7,0.0
R0042,Horse_16,Jockey_06,Trainer_06,晴,稍重,1800,3,8.54,3.37,10,34.7,41.9,2.7,33.5,0.0
R0042,Horse_20,Jockey_06,Trainer_08,晴,稍重,1800,4,23.1,7.66,11,41.4,53.5,-5.5,62.7,0.0
R0042,Horse_01,Jockey_03,Trainer_05,晴,稍重,1800,7,27.55,8.97,12,44.8,50.5,3.7,48.6,0.0
R0043,Horse_21,Jockey_05,Trainer_09,雨,重,2400,14,1.68,1.59,1,51.8,45.9,-1.7,53.8,0.0
R0043,Horse_08,Jockey_05,Trainer_09,雨,重,2400,8,1.64,1.42,2,57.1,58.3,6.8,56.0,0.0
R0043,Horse_07,Jockey_07,Trainer_09,雨,重,2400,4,1.97,1.57,3,62.6,68.6,-5.1,58.6,0.0
R0043,Horse_10,Jockey_10,Trainer_07,雨,重,2400,11,2.07,1.53,4,65.6,50.7,-0.1,50.6,0.0
R0043,Horse_18,Jockey_10,Trainer_07,雨,重,2400,6,2.6,1.66,5,80.9,74.1,7.9,76.1,0.0
R0043,Horse_22,Jockey_11,Trainer_09,雨,重,2400,2,2.41,1.81,6,70.5,88.2,-1.8,89.5,0.0
R0043,Horse_06,Jockey_01,Trainer_07,雨,重,2400,10,5.18,2.55,7,67.2,74.7,-1.9,71.2,0.0
R0043,Horse_04,Jockey_11,Trainer_06,雨,重,2400,7,4.06,2.19,8,60.9,59.0,5.2,48.7,0.0
R0043,Horse_05,Jockey_04,Trainer_06,雨,重,2400,13,5.65,2.58,9,62.9,56.3,-0.9,50.3,0.0
R0043,Horse_12,Jockey_01,Trainer_02,雨,重,2400,5,5.05,2.43,10,63.5,67.8,0.2,64.3,0.0
R0043,Horse_17,Jockey_03,Trainer_07,雨,重,2400,1,5.63,2.58,11,45.9,45.2,-9.5,42.3,0.0
R0043,Horse_15,Jockey_09,Trainer_08,雨,重,2400,3,8.33,3.46,12,63.2,74.3,-2.6,82.7,0.0
R0043,Horse_24,Jockey_03,Trainer_05,雨,重,2400,16,15.24,5.48,13,67.3,58.3,6.7,56.7,0.0
R0043,Horse_09,Jockey_03,Trainer_06,雨,重,2400,15,8.84,3.57,14,55.9,50.6,6.5,38.5,0.0
R0043,Horse_23,Jockey_07,Trainer_06,雨,重,2400,12,10.75,4.05,15,50.1,51.5,8.5,50.1,0.0
R0043,Horse_03,Jockey_02,Trainer_08,雨,重,2400,9,13.24,4.94,16,48.8,52.6,1.1,42.2,0.0
R0044,Horse_10,Jockey_05,Trainer_07,晴,良,1800,1,1.38,1.52,1,73.9,69.4,-3.1,66.7,0.0
R0044,Horse_08,Jockey_07,Trainer_07,晴,良,1800,15,1.93,1.59,2,71.9,73.0,2.9,73.5,0.0
R0044,Horse_21,Jockey_07,Trainer_05,晴,良,1800,8,2.26,1.7,3,51.1,45.3,1.5,51.4,0.0
R0044,Horse_12,Jockey_05,Trainer_07,晴,良,1800,2,2.37,1.49,4,56.1,59.7,9.2,60.8,0.0
R0044,Horse_24,Jockey_02,Trainer_04,晴,良,1800,6,2.58,1.92,5,54.1,50.5,-3.1,60.1,0.0
R0044,Horse_04,Jockey_03,Trainer_09,晴,良,1800,10,3.29,1.95,6,63.4,54.5,-4.7,62.0,0.0
R0044,Horse_15,Jockey_11,Trainer_07,晴,良,1800,4,3.7,2.24,7,48.9,47.3,1.0,56.6,0.0
R0044,Horse_23,Jockey_02,Trainer_01,晴,良,1800,12,5.23,2.55,8,55.1,59.0,-6.1,68.5,0.0
R0044,Horse_11,Jockey_10,Trainer_03,晴,良,1800,14,3.07,1.79,9,45.3,43.6,-7.6,46.1,0.0
R0044,Horse_05,Jockey_05,Trainer_06,晴,良,1800,3,7.53,3.24,10,47.4,38.2,-9.3,50.3,0.0
R0044,Horse_14,Jockey_05,Trainer_01,晴,良,1800,9,10.82,4.11,11,54.7,52.4,-3.2,51.1,0.0
R0044,Horse_19,Jockey_11,Trainer_08,晴,良,1800,7,6.44,2.89,12,56.0,51.6,-1.8,44.2,0.0
R0044,Horse_16,Jockey_10,Trainer_04,晴,良,1800,13,21.81,7.19,13,51.4,54.4,-6.3,55.5,0.0
R0044,Horse_01,Jockey_09,Trainer_02,晴,良,1800,11,16.44,5.82,14,41.6,47.8,7.5,43.5,0.0
R0044,Horse_02,Jockey_09,Trainer_04,晴,良,1800,5,41.13,12.7,15,33.7,22.7,-0.2,18.5,0.0
R0045,Horse_08,Jockey_07,Trainer_09,晴,稍重,1400,3,2.21,1.71,1,61.5,59.8,-7.3,63.0,0.0
R0045,Horse_18,Jockey_07,Trainer_02,晴,稍重,1400,9,2.18,1.71,2,81.1,84.9,1.6,85.3,0.0
R0045,Horse_23,Jockey_06,Trainer_05,晴,稍重,1400,14,2.77,1.82,3,64.8,60.2,2.1,55.9,0.0
R0045,Horse_10,Jockey_03,Trainer_05,晴,稍重,1400,8,3.18,2.03,4,58.4,71.8,-5.2,67.7,0.0
R0045,Horse_12,Jockey_03,Trainer_07,晴,稍重,1400,1,3.23,2.01,5,65.2,62.5,6.5,59.9,0.0
R0045,Horse_04,Jockey_01,Trainer_03,晴,稍重,1400,10,2.99,1.82,6,68.8,57.4,-3.7,59.8,0.0
R0045,Horse_03,Jockey_09,Trainer_09,晴,稍重,1400,7,2.7,1.96,7,71.6,67.5,2.4,67.9,0.0
R0045,Horse_22,Jockey_01,Trainer_07,晴,稍重,1400,11,2.41,1.73,8,65.4,62.8,14.4,60.3,0.0
R0045,Horse_05,Jockey_03,Trainer_08,晴,稍重,1400,13,6.32,2.88,9,53.7,47.0,-3.6,45.4,0.0
R0045,Horse_09,Jockey_07,Trainer_08,晴,稍重,1400,2,4.79,2.37,10,76.5,66.9,7.4,62.5,0.0
R0045,Horse_01,Jockey_02,Trainer_04,晴,稍重,1400,5,8.19,3.46,11,59.0,58.1,6.7,55.2,0.0
R0045,Horse_11,Jockey_01,Trainer_05,晴,稍重,1400,4,18.47,6.25,12,47.1,39.9,-3.6,40.3,0.0
R0045,Horse_20,Jockey_01,Trainer_06,晴,稍重,1400,12,8.56,3.68,13,58.0,66.5,-4.6,69.0,0.0
R0045,Horse_13,Jockey_10,Trainer_08,晴,稍重,1400,6,18.23,6.22,14,49.9,50.6,3.9,41.3,0.0
R0046,Horse_05,Jockey_06,Trainer_07,曇,重,1800,9,1.51,1.55,1,53.9,49.9,1.2,58.8,0.0
R0046,Horse_08,Jockey_05,Trainer_01,曇,重,1800,3,1.66,1.62,2,66.3,74.6,6.1,60.6,0.0
R0046,Horse_17,Jockey_04,Trainer_08,曇,重,1800,6,2.63,1.78,3,61.3,62.3,4.3,51.9,0.0
R0046,Horse_18,Jockey_10,Trainer_01,曇,重,1800,11,2.8,1.78,4,74.5,70.4,8.8,71.0,0.0
R0046,Horse_11,Jockey_04,Trainer_09,曇,重,1800,10,2.5,1.76,5,71.6,73.5,-1.3,78.1,0.0
R0046,Horse_22,Jockey_02,Trainer_06,曇,重,1800,2,3.09,1.91,6,57.5,48.1,2.6,53.6,0.0
R0046,Horse_06,Jockey_07,Trainer_01,曇,重,1800,8,4.03,2.21,7,58.1,56.6,-1.8,58.4,0.0
R0046,Horse_24,Jockey_09,Trainer_03,曇,重,1800,4,3.29,1.96,8,49.0,57.3,-1.2,57.3,0.0
R0046,Horse_15,Jockey_01,Trainer_07,曇,重,1800,7,10.14,3.78,9,62.0,63.4,4.2,59.0,0.0
R0046,Horse_02,Jockey_10,Trainer_01,曇,重,1800,1,32.45,10.3,10,25.4,18.6,2.2,17.6,0.0
R0046,Horse_16,Jockey_07,Trainer_02,曇,重,1800,5,40.38,12.44,11,43.8,46.0,6.9,50.7,0.0
R0047,Horse_07,Jockey_06,Trainer_09,晴,良,2200,6,1.3,1.32,1,66.8,54.3,2.9,47.3,0.0
R0047,Horse_08,Jockey_02,Trainer_05,晴,良,2200,1,1.52,1.47,2,77.1,71.1,-4.4,68.4,0.0
R0047,Horse_24,Jockey_07,Trainer_07,晴,良,2200,8,2.07,1.59,3,41.5,42.8,-4.2,52.7,0.0
R0047,Horse_22,Jockey_08,Trainer_01,晴,良,2200,9,1.93,1.64,4,63.8,77.2,0.5,79.0,0.0
R0047,Horse_03,Jockey_06,Trainer_04,晴,良,2200,3,2.06,1.84,5,50.7,47.9,9.5,43.8,0.0
R0047,Horse_10,Jockey_09,Trainer_05,晴,良,2200,5,3.11,1.96,6,69.6,84.1,6.1,87.1,0.0
R0047,Horse_05,Jockey_04,Trainer_09,晴,良,2200,11,3.6,1.97,7,46.1,46.1,9.8,40.6,0.0
R0047,Horse_09,Jockey_04,Trainer_01,晴,良,2200,2,2.91,1.9,8,51.3,46.6,1.8,54.0,0.0
R0047,Horse_14,Jockey_07,Trainer_02,晴,良,2200,10,11.15,4.22,9,64.8,65.2,-0.6,68.1,0.0
R0047,Horse_19,Jockey_02,Trainer_02,晴,良,2200,12,17.22,6.27,10,49.4,47.6,2.9,36.3,0.0
R0047,Horse_20,Jockey_10,Trainer_01,晴,良,2200,4,17.27,5.93,11,43.7,48.9,-4.4,56.3,0.0
R0047,Horse_13,Jockey_09,Trainer_05,晴,良,2200,13,45.25,13.95,12,34.6,29.7,2.3,25.9,0.0
R0047,Horse_16,Jockey_01,Trainer_08,晴,良,2200,7,59.23,18.0,13,29.9,36.1,1.0,38.8,0.0
R0048,Horse_10,Jockey_03,Trainer_06,雨,稍重,2000,10,2.23,1.57,1,66.1,68.4,3.0,60.9,0.0
R0048,Horse_23,Jockey_05,Trainer_01,雨,稍重,2000,6,2.48,1.42,2,66.3,62.9,2.2,67.8,0.0
R0048,Horse_09,Jockey_07,Trainer_03,雨,稍重,2000,11,2.97,1.89,3,56.1,42.6,8.7,45.1,0.0
R0048,Horse_14,Jockey_09,Trainer_06,雨,稍重,2000,4,2.01,1.54,4,61.9,61.2,-2.9,73.8,0.0
R0048,Horse_21,Jockey_10,Trainer_06,雨,稍重,2000,7,3.54,1.88,5,65.6,68.3,8.3,79.1,0.0
R0048,Horse_19,Jockey_11,Trainer_04,雨,稍重,2000,3,2.33,1.76,6,59.2,40.3,-4.2,37.8,0.0
R0048,Horse_20,Jockey_02,Trainer_07,雨,稍重,2000,12,4.55,2.32,7,43.1,51.9,-6.5,48.5,0.0
R0048,Horse_24,Jockey_05,Trainer_06,雨,稍重,2000,14,3.7,2.11,8,70.6,60.9,-7.0,58.5,0.0
R0048,Horse_01,Jockey_06,Trainer_02,雨,稍重,2000,1,3.51,2.17,9,51.9,54.3,-5.0,45.4,0.0
R0048,Horse_06,Jockey_01,Trainer_01,雨,稍重,2000,2,2.87,1.88,10,53.5,60.7,4.4,61.5,0.0
R0048,Horse_16,Jockey_02,Trainer_03,雨,稍重,2000,9,6.48,2.88,11,44.3,58.1,8.4,56.3,0.0
R0048,Horse_15,Jockey_11,Trainer_06,雨,稍重,2000,15,8.76,3.41,12,60.9,56.5,0.2,65.0,0.0
R0048,Horse_02,Jockey_05,Trainer_07,雨,稍重,2000,5,11.14,4.21,13,47.3,47.2,-7.0,48.4,0.0
R0048,Horse_17,Jockey_01,Trainer_04,雨,稍重,2000,8,7.63,3.1,14,52.7,59.0,-1.0,58.7,0.0
R0048,Horse_13,Jockey_01,Trainer_02,雨,稍重,2000,13,25.08,8.36,15,32.0,25.5,-6.7,27.6,0.0
R0049,Horse_22,Jockey_04,Trainer_03,曇,良,1600,5,2.33,1.78,1,63.9,56.3,5.0,61.1,0.0
R0049,Horse_10,Jockey_01,Trainer_03,曇,良,1600,6,1.56,1.59,2,58.4,60.0,-2.6,72.8,0.0
R0049,Horse_18,Jockey_09,Trainer_01,曇,良,1600,4,2.48,1.77,3,88.5,91.3,0.1,98.0,0.0
R0049,Horse_23,Jockey_10,Trainer_04,曇,良,1600,9,1.62,1.54,4,61.1,63.0,-5.2,64.6,0.0
R0049,Horse_12,Jockey_05,Trainer_03,曇,良,1600,10,1.7,1.63,5,66.8,68.4,-0.6,64.7,0.0
R0049,Horse_21,Jockey_11,Trainer_09,曇,良,1600,11,2.19,1.7,6,68.3,56.9,-0.6,59.4,0.0
R0049,Horse_05,Jockey_09,Trainer_08,曇,良,1600,8,4.8,2.41,7,60.5,65.7,-6.0,67.9,0.0
R0049,Horse_19,Jockey_02,Trainer_09,曇,良,1600,3,3.94,2.02,8,71.7,67.7,4.7,66.1,0.0
R0049,Horse_20,Jockey_06,Trainer_05,曇,良,1600,7,4.32,2.11,9,56.4,52.8,-6.8,57.7,0.0
R0049,Horse_24,Jockey_04,Trainer_02,曇,良,1600,12,5.49,2.56,10,53.7,56.7,-2.3,51.5,0.0
R0049,Horse_13,Jockey_02,Trainer_09,曇,良,1600,13,6.78,2.95,11,40.2,42.4,-7.7,54.4,0.0
R0049,Horse_02,Jockey_03,Trainer_03,曇,良,1600,1,18.74,6.41,12,29.8,34.0,8.2,29.6,0.0
R0049,Horse_16,Jockey_08,Trainer_01,曇,良,1600,2,31.11,9.95,13,51.4,65.3,-0.9,62.5,0.0
R0050,Horse_07,Jockey_05,Trainer_03,雪,重,1800,7,1.56,1.49,1,71.0,65.1,3.1,65.9,0.0
R0050,Horse_22,Jockey_07,Trainer_05,雪,重,1800,2,1.55,1.6,2,54.4,50.3,0.8,51.2,0.0
R0050,Horse_04,Jockey_05,Trainer_02,雪,重,1800,13,1.87,1.73,3,68.4,70.5,-0.3,79.0,0.0
R0050,Horse_18,Jockey_10,Trainer_01,雪,重,1800,10,3.33,1.95,4,75.2,69.6,1.7,67.3,0.0
R0050,Horse_10,Jockey_08,Trainer_01,雪,重,1800,8,2.52,1.68,5,68.9,46.9,-1.5,44.4,0.0
R0050,Horse_09,Jockey_05,Trainer_09,雪,重,1800,9,2.77,1.65,6,64.0,61.3,-4.4,57.7,0.0
R0050,Horse_15,Jockey_04,Trainer_01,雪,重,1800,11,6.28,2.87,7,59.9,61.1,6.1,52.3,0.0
R0050,Horse_06,Jockey_10,Trainer_02,雪,重,1800,1,6.35,2.92,8,54.7,65.2,-5.7,71.5,0.0
R0050,Horse_17,Jockey_10,Trainer_05,雪,重,1800,5,4.52,2.34,9,60.5,45.4,0.1,43.8,0.0
R0050,Horse_08,Jockey_09,Trainer_04,雪,重,1800,6,8.62,3.34,10,62.4,55.4,4.8,50.5,0.0
R0050,Horse_21,Jockey_08,Trainer_01,雪,重,1800,12,5.97,2.83,11,53.2,51.0,-1.0,54.3,0.0
R0050,Horse_14,Jockey_10,Trainer_02,雪,重,1800,4,14.9,5.25,12,67.8,74.2,4.8,69.3,0.0
R0050,Horse_23,Jockey_03,Trainer_04,雪,重,1800,3,10.71,4.03,13,66.3,53.5,-5.8,50.1,0.0
R0050,Horse_20,Jockey_07,Trainer_08,雪,重,1800,14,34.88,11.19,14,43.6,52.9,-0.3,58.0,0.0
R0051,Horse_08,Jockey_04,Trainer_05,曇,良,2200,10,1.46,1.44,1,60.1,59.3,-1.0,58.8,0.0
R0051,Horse_10,Jockey_07,Trainer_02,曇,良,2200,6,1.66,1.74,2,55.9,61.1,3.2,64.3,0.0
R0051,Horse_09,Jockey_01,Trainer_09,曇,良,2200,9,2.4,1.76,3,62.0,71.1,-3.1,66.5,0.0
R0051,Horse_04,Jockey_03,Trainer_03,曇,良,2200,1,2.74,1.99,4,63.7,71.8,-2.2,61.2,0.0
R0051,Horse_15,Jockey_08,Trainer_01,曇,良,2200,4,3.02,1.94,5,59.4,54.1,-5.6,59.7,0.0
R0051,Horse_06,Jockey_04,Trainer_05,曇,良,2200,8,4.98,2.51,6,59.5,64.4,-0.7,60.8,0.0
R0051,Horse_05,Jockey_01,Trainer_07,曇,良,2200,7,3.25,2.04,7,52.3,39.6,10.0,41.4,0.0
R0051,Horse_20,Jockey_06,Trainer_09,曇,良,2200,12,5.58,2.46,8,39.2,48.8,8.6,57.3,0.0
R0051,Horse_13,Jockey_04,Trainer_04,曇,良,2200,11,4.22,2.32,9,63.7,57.5,-4.4,59.3,0.0
R0051,Horse_02,Jockey_02,Trainer_08,曇,良,2200,13,5.55,2.58,10,50.9,58.1,5.8,55.9,0.0
R0051,Horse_11,Jockey_11,Trainer_01,曇,良,2200,5,12.5,4.58,11,60.7,73.2,4.5,67.7,0.0
R0051,Horse_14,Jockey_02,Trainer_02,曇,良,2200,2,14.24,5.13,12,58.4,57.4,2.7,59.4,0.0
R0051,Horse_16,Jockey_09,Trainer_03,曇,良,2200,3,44.35,13.83,13,38.0,41.3,2.1,35.6,0.0
R0052,Horse_18,Jockey_03,Trainer_05,晴,不良,1800,5,1.54,1.48,1,73.6,76.5,-4.8,74.8,0.0
R0052,Horse_03,Jockey_08,Trainer_05,晴,不良,1800,11,1.79,1.59,2,70.5,82.3,-3.1,85.2,0.0
R0052,Horse_21,Jockey_03,Trainer_09,晴,不良,1800,2,2.52,1.76,3,58.4,48.9,6.7,50.8,0.0
R0052,Horse_22,Jockey_04,Trainer_05,晴,不良,1800,6,2.36,1.81,4,66.5,48.7,4.0,44.2,0.0
R0052,Horse_17,Jockey_06,Trainer_09,晴,不良,1800,10,2.11,1.75,5,66.0,60.3,-11.3,67.4,0.0
R0052,Horse_06,Jockey_07,Trainer_07,晴,不良,1800,4,5.01,2.22,6,43.0,37.9,2.8,45.2,0.0
R0052,Horse_19,Jockey_05,Trainer_08,晴,不良,1800,12,3.3,2.04,7,59.0,55.4,2.6,53.3,0.0
R0052,Horse_11,Jockey_05,Trainer_08,晴,不良,1800,7,5.78,2.82,8,44.3,45.6,-5.8,42.9,0.0
R0052,Horse_24,Jockey_11,Trainer_01,晴,不良,1800,3,7.75,3.24,9,67.5,80.4,-0.5,77.3,0.0
R0052,Horse_05,Jockey_09,Trainer_01,晴,不良,1800,8,9.22,3.69,10,51.5,52.5,4.6,48.2,0.0
R0052,Horse_02,Jockey_07,Trainer_03,晴,不良,1800,1,16.17,5.84,11,46.6,50.1,-3.2,52.7,0.0
R0052,Horse_20,Jockey_02,Trainer_08,晴,不良,1800,9,17.81,6.18,12,47.7,47.9,3.8,58.1,0.0
R0053,Horse_18,Jockey_07,Trainer_07,晴,良,1200,3,1.43,1.54,1,70.4,78.7,-0.4,70.8,0.0
R0053,Horse_04,Jockey_06,Trainer_05,晴,良,1200,2,2.13,1.67,2,59.3,71.6,4.2,62.4,0.0
R0053,Horse_03,Jockey_04,Trainer_06,晴,良,1200,11,1.86,1.53,3,59.2,67.9,3.4,74.5,0.0
R0053,Horse_24,Jockey_08,Trainer_05,晴,良,1200,4,2.64,1.82,4,43.9,35.6,-4.3,36.6,0.0
R0053,Horse_08,Jockey_11,Trainer_02,晴,良,1200,5,5.13,2.43,5,74.1,67.0,7.2,64.9,0.0
R0053,Horse_17,Jockey_01,Trainer_05,晴,良,1200,8,4.38,2.17,6,55.5,47.3,4.4,37.9,0.0
R0053,Horse_09,Jockey_07,Trainer_03,晴,良,1200,7,4.63,2.3,7,72.7,72.1,-3.2,78.2,0.0
R0053,Horse_23,Jockey_02,Trainer_04,晴,良,1200,6,5.94,2.72,8,63.6,61.5,1.5,60.1,0.0
R0053,Horse_19,Jockey_07,Trainer_07,晴,良,1200,9,11.61,4.42,9,36.8,32.4,6.8,25.6,0.0
R0053,Horse_13,Jockey_10,Trainer_09,晴,良,1200,1,14.01,5.04,10,29.9,26.0,-2.5,28.7,0.0
R0053,Horse_20,Jockey_01,Trainer_01,晴,良,1200,10,55.88,16.84,11,47.0,50.5,4.3,60.3,0.0
R0054,Horse_07,Jockey_11,Trainer_08,晴,良,1600,9,1.58,1.49,1,71.7,87.1,-1.7,90.4,0.0
R0054,Horse_18,Jockey_03,Trainer_08,晴,良,1600,12,1.61,1.58,2,61.8,59.3,1.3,60.0,0.0
R0054,Horse_12,Jockey_10,Trainer_08,晴,良,1600,10,1.57,1.51,3,64.4,66.3,-12.2,70.5,0.0
R0054,Horse_17,Jockey_06,Trainer_06,晴,良,1600,1,2.7,1.72,4,73.3,75.8,-4.4,63.8,0.0
R0054,Horse_09,Jockey_02,Trainer_07,晴,良,1600,6,3.17,1.81,5,60.3,56.4,5.4,48.4,0.0
R0054,Horse_14,Jockey_11,Trainer_09,晴,良,1600,11,6.74,2.87,6,62.1,65.3,-7.5,72.7,0.0
R0054,Horse_15,Jockey_07,Trainer_01,晴,良,1600,7,7.02,3.12,7,48.5,49.8,2.7,53.3,0.0
R0054,Horse_11,Jockey_11,Trainer_05,晴,良,1600,2,4.5,2.2,8,54.9,63.0,4.4,67.0,0.0
R0054,Horse_05,Jockey_11,Trainer_03,晴,良,1600,4,7.65,3.18,9,66.7,64.5,5.0,58.2,0.0
R0054,Horse_01,Jockey_03,Trainer_05,晴,良,1600,5,7.25,3.27,10,46.0,45.0,3.4,50.6,0.0
R0054,Horse_20,Jockey_03,Trainer_03,晴,良,1600,3,6.55,2.93,11,55.2,63.9,-2.2,58.8,0.0
R0054,Horse_02,Jockey_03,Trainer_06,晴,良,1600,8,22.4,7.24,12,47.5,45.8,-3.0,34.0,0.0
R0054,Horse_16,Jockey_10,Trainer_04,晴,良,1600,13,9.52,3.7,13,43.7,46.7,3.7,54.8,0.0
R0055,Horse_07,Jockey_05,Trainer_02,曇,良,1400,3,1.29,1.35,1,92.5,84.3,6.0,94.3,0.0
R0055,Horse_08,Jockey_08,Trainer_03,曇,良,1400,11,1.7,1.54,2,57.1,63.8,-1.1,60.5,0.0
R0055,Horse_18,Jockey_07,Trainer_05,曇,良,1400,9,2.28,1.72,3,68.6,57.3,1.8,60.2,0.0
R0055,Horse_10,Jockey_09,Trainer_08,曇,良,1400,15,1.84,1.5,4,64.2,72.3,-0.5,68.1,0.0
R0055,Horse_17,Jockey_06,Trainer_03,曇,良,1400,14,2.27,1.77,5,45.1,35.4,-1.9,48.4,0.0
R0055,Horse_15,Jockey_09,Trainer_07,曇,良,1400,8,3.59,2.08,6,50.8,56.0,-4.1,69.7,0.0
R0055,Horse_05,Jockey_01,Trainer_05,曇,良,1400,2,2.7,1.82,7,62.0,60.4,1.5,58.2,0.0
R0055,Horse_06,Jockey_04,Trainer_04,曇,良,1400,7,2.91,1.88,8,64.5,64.4,-16.0,68.4,0.0
R0055,Horse_23,Jockey_07,Trainer_08,曇,良,1400,4,3.7,2.07,9,73.7,81.5,13.9,75.9,0.0
R0055,Horse_01,Jockey_07,Trainer_08,曇,良,1400,16,8.26,3.31,10,52.6,53.9,1.7,52.2,0.0
R0055,Horse_24,Jockey_09,Trainer_03,曇,良,1400,1,5.7,2.68,11,41.7,30.2,5.6,31.0,0.0
